12.5,37.5,62.5,87.5,112.5,137.5,162.5,187.5,212.5,237.5,262.5,287.5
11.6454432,8.420336788,5.430365297,3.852546917,2.712811694,2.007462687,1.635437882,1.265486726,1.182795699,0.86440678,0.84375,0.75
0.428241894,0.226531545,0.141133858,0.112087578,0.093102731,0.086610439,0.093541176,0.091933316,0.11801047,0.116785925,0.155850612,0.202488344
,,,,,,,,,,,
12.5,37.5,62.5,87.5,112.5,137.5,162.5,187.5,212.5,237.5,262.5,287.5
10.595238,8.185254,5.347687,3.44023,2.461832,1.931684,1.569549,1.355491,1.350282,1.055556,0.983871,1.069767
0.363509,0.216424,0.134438,0.093219,0.080542,0.081967,0.0869,0.095925,0.133742,0.131127,0.177367,0.22686
,,,,,,,,,,,
12.5,37.5,62.5,87.5,112.5,137.5,162.5,187.5,212.5,237.5,262.5,287.5
9.665628,8.006927,5.045261,3.887065,2.886099,2.281414,2.140271,2.060484,1.57485,1.734177,2.821429,1.8
0.326409,0.213139,0.127537,0.111452,0.100104,0.09886,0.123081,0.159248,0.155637,0.244844,0.620387,0.50192
,,,,,,,,,,,
12.5,37.5,62.5,87.5,112.5,137.5,162.5,187.5,212.5,237.5,262.5,287.5
8.852342159,7.41375,4.874328679,3.589873418,2.885948905,2.359459459,2.078651685,1.939163498,1.67721519,1.689655172,1.161290323,1.615384615
0.296589912,0.197656505,0.123925133,0.101866887,0.101168184,0.10386981,0.119552039,0.147358677,0.168371335,0.228396833,0.201117446,0.40302471
,,,,,,,,,,,
12.5,37.5,62.5,87.5,112.5,137.5,162.5,187.5,212.5,237.5,262.5,287.5
8.90943,7.014177,4.54016,3.636574,3.094107,2.268638,1.957774,1.744186,1.649718,1.709302,1.653061,1.555556
0.287188,0.175045,0.108668,0.098399,0.105133,0.09745,0.105401,0.12599,0.157701,0.231904,0.299063,0.383635
,,,,,,,,,,,
12.5,37.5,62.5,87.5,112.5,137.5,162.5,187.5,212.5,237.5,262.5,287.5
9.079143,7.036688,4.859782,3.734206,2.869057,2.349879,2.194672,1.784053,1.856209,1.653061,1.622951,1.482759
0.291435,0.171834,0.115783,0.099933,0.092941,0.097662,0.119459,0.128251,0.185931,0.211394,0.264052,0.356217
,,,,,,,,,,,
12.5,37.5,62.5,87.5,112.5,137.5,162.5,187.5,212.5,237.5,262.5,287.5
8.6,6.507373,4.563223,3.406533,2.891772,2.19893,1.93211,1.88961,1.47619,1.294643,1.238806,2.681818
0.259112,0.149906,0.104508,0.086767,0.091232,0.086696,0.102006,0.133066,0.139085,0.16323,0.205041,0.66981
,,,,,,,,,,,
12.5,37.5,62.5,87.5,112.5,137.5,162.5,187.5,212.5,237.5,262.5,287.5
8.345303867,7.008561644,4.683812405,3.757772021,3.123352166,2.599722992,2.603365385,2.321888412,2.172661871,1.8875,2.041666667,3.1875
0.268627307,0.178858211,0.115466134,0.107458322,0.110131174,0.113390646,0.149870654,0.182178904,0.223751284,0.260840296,0.359544102,0.913221688
,,,,,,,,,,,
12.5,37.5,62.5,87.5,112.5,137.5,162.5,187.5,212.5,237.5,262.5,287.5
7.395983,6.127168,4.302024,3.382022,3.000765,2.515901,2.508621,2.388693,2.182432,1.508929,2.081633,3.041667
0.211548,0.139092,0.09586,0.087246,0.096069,0.102149,0.137771,0.168945,0.216791,0.183706,0.362829,0.715546
